OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,B00001e1,Total_Poverty_Status,Poverty_Under_5,Poverty_5to99,Poverty_1to124,Poverty_125to149,Poverty_150to184,Poverty_185to199,Poverty_over2,POV_UNDER_1,Means_Transport,Transport_Car_Total,Transport_Car_Drove_Alone,Transport_Carpooled,Transport_Carpooled_2p,Transport_Carpooled_3p,Transport_Carpooled_4p,Transport_Carpooled_5to6p,Transport_Carpooled_7p,Transport_Public_Trans_Total,Transport_PT_Bus,Transport_PT_Trolley,Transport_PT_Subway,Transport_PT_Railroad,Transport_PT_Ferry,Transport_Taxi,Transport_Motorcycle,Transport_Bicycle,Transport_Walked,Transport_Other,Transport_Worked_at_Home,Employment_Status_Total,Emp_Labor_Force_Total,Emp_Civilian_Labor_Force_Total,Emp_Civilian_Labor_Force_EMPLO,Emp_Civilian_Labor_Force_UNEMP,Emp_Labor_Force_Armed_Forces,Emp_Status_Force_Not_in_Labor_,Median_Household_Income,Race_Total,Race_White,Race_Black,Race_American_Indian_Alaskan,Race_Asian,Race_Native_Hawaiian_Pacific,Race_Other,Race_2_or_more,Race_2_or_more_inc_other,Race_2_or_more_ex_other,Vacant_Housing_Units,Shape__Area,Shape__Length
1377,29,189,217702,1,2.91892E+11,Block Group 1,G5030,S,3518898,0,38.634324,-90.499757,15000US291892177021,164,1070,0,0,0,23,19,0,1028,0,473,362,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,1556,473,473,473,0,0,1083,156176,1705,1555,97,0,35,0,6,12,0,12,33,0.000364065,0.103658204
1378,29,71,800300,5,2.90718E+11,Block Group 5,G5030,S,534904,0,38.551916,-91.0169449,15000US290718003005,54,598,13,55,0,154,128,0,248,68,350,350,340,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,376,376,350,26,0,222,40451,734,707,0,0,0,0,0,27,0,27,0,5.53E-05,0.033290348
1379,29,71,800402,4,2.90718E+11,Block Group 4,G5030,S,59492449,132307,38.4780805,-91.0975474,15000US290718004024,141,2470,0,408,0,129,109,32,1792,408,1232,1217,977,240,120,73,0,34,13,0,0,0,0,0,0,0,0,0,0,0,15,1928,1333,1333,1288,45,0,595,58667,2470,2470,0,0,0,0,0,0,0,0,118,0.006155878,0.37809921
1380,29,71,800500,3,2.90718E+11,Block Group 3,G5030,S,75570148,166033,38.3474038,-91.2309151,15000US290718005003,158,1247,76,33,51,59,80,0,948,109,614,586,561,25,19,4,0,0,2,0,0,0,0,0,0,0,0,0,19,3,6,1041,632,632,622,10,0,409,38295,1247,1247,0,0,0,0,0,0,0,0,82,0.007804539,0.577271121
1381,29,71,800500,6,2.90718E+11,Block Group 6,G5030,S,140015568,66459,38.3201856,-91.1425791,15000US290718005006,195,1549,7,5,11,102,65,97,1262,12,756,744,659,85,23,0,54,4,4,2,2,0,0,0,0,0,0,0,0,0,10,1363,799,799,764,35,0,564,65000,1552,1552,0,0,0,0,0,0,0,0,56,0.014430588,0.96033319
1382,29,71,800601,2,2.90718E+11,Block Group 2,G5030,S,11534042,0,38.4611084,-90.9877266,15000US290718006012,107,1363,0,194,0,17,167,230,755,194,664,504,425,79,63,16,0,0,0,28,28,0,0,0,0,0,0,0,64,34,34,1214,698,698,675,23,0,516,39519,1475,1466,6,0,0,0,0,3,0,3,77,0.001190489,0.157728615
1383,29,71,800602,3,2.90718E+11,Block Group 3,G5030,S,37452335,0,38.4194836,-90.9902566,15000US290718006023,158,2911,183,211,161,46,445,32,1833,394,1515,1384,1195,189,113,76,0,0,0,15,15,0,0,0,0,0,0,18,31,38,29,2378,1704,1704,1515,189,0,674,42361,2991,2922,0,0,69,0,0,0,0,0,172,0.003863461,0.49734612
1384,29,71,800701,3,2.90718E+11,Block Group 3,G5030,S,22740557,450363,38.4683078,-90.7581925,15000US290718007013,171,3132,332,230,194,53,251,184,1888,562,1676,1471,1359,112,77,35,0,0,0,19,19,0,0,0,0,0,0,0,141,0,45,2371,1749,1749,1676,73,0,622,51140,3138,2972,141,0,0,0,0,25,0,25,165,0.002393781,0.336581269
1385,29,71,800800,2,2.90718E+11,Block Group 2,G5030,S,57443864,307987,38.3802642,-90.8737178,15000US290718008002,55,1025,245,52,15,18,0,0,695,297,439,439,421,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,950,454,454,439,15,0,496,51680,1025,976,49,0,0,0,0,0,0,0,128,0.005954045,0.414243204
1386,29,71,800800,5,2.90718E+11,Block Group 5,G5030,S,38640245,348139,38.3761086,-90.764049,15000US290718008005,102,2157,143,123,160,88,74,115,1454,266,1131,1104,950,154,89,37,28,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1660,1210,1210,1170,40,0,450,44178,2157,2157,0,0,0,0,0,0,0,0,84,0.004019548,0.337747055
1387,29,71,800902,2,2.90718E+11,Block Group 2,G5030,S,17627211,0,38.3532709,-90.9339732,15000US290718009022,86,1717,57,239,197,167,154,46,857,296,795,776,643,133,133,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1261,830,830,795,35,0,431,30216,1717,1511,19,0,140,0,36,11,11,0,126,0.001816729,0.269173482
1388,29,71,801000,2,2.90718E+11,Block Group 2,G5030,S,106422522,8081,38.2559172,-90.9289562,15000US290718010002,69,560,28,20,0,0,77,18,417,48,223,223,195,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,245,245,223,22,0,270,40000,560,535,0,0,0,0,0,25,0,25,73,0.010954125,0.662013899
1389,29,71,801000,4,2.90718E+11,Block Group 4,G5030,S,50211288,340181,38.2647069,-90.7990699,15000US290718010004,148,1458,38,379,9,29,29,0,974,417,615,598,545,53,43,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1099,693,693,622,71,0,406,58871,1458,1458,0,0,0,0,0,0,0,0,21,0.005203423,0.356605204
1390,29,71,800100,4,2.90718E+11,Block Group 4,G5030,S,42417748,894958,38.4932402,-90.927351,15000US290718001004,91,1461,0,34,0,42,0,0,1385,34,709,693,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1291,759,759,720,39,0,532,80625,1461,1355,0,0,0,0,41,65,0,65,86,0.004472516,0.435174746
1391,29,71,800701,1,2.90718E+11,Block Group 1,G5030,S,25297940,69314,38.4412134,-90.8546571,15000US290718007011,79,1313,52,96,77,181,17,51,839,148,738,675,606,69,35,34,0,0,0,17,17,0,0,0,0,0,0,0,0,0,46,1060,802,802,776,26,0,258,50250,1313,1313,0,0,0,0,0,0,0,0,0,0.002617817,0.252647838
1392,29,71,800602,2,2.90718E+11,Block Group 2,G5030,S,5664056,0,38.4242958,-91.0043816,15000US290718006022,49,784,14,131,25,185,107,0,322,145,335,335,295,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,381,381,367,14,0,193,33700,811,759,28,0,24,0,0,0,0,0,0,0.000584324,0.123150997
1393,29,71,800402,3,2.90718E+11,Block Group 3,G5030,S,68450140,50371,38.4819783,-91.1584024,15000US290718004023,86,1616,89,48,126,33,17,66,1237,137,794,760,588,172,51,107,0,0,14,0,0,0,0,0,0,0,0,0,16,0,18,1413,880,880,794,86,0,533,44286,1616,1616,0,0,0,0,0,0,0,0,39,0.00707249,0.441199672
1394,29,71,800800,6,2.90718E+11,Block Group 6,G5030,S,34791772,92148,38.3185711,-90.8411574,15000US290718008006,50,1014,26,154,14,159,46,0,615,180,501,485,382,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,856,656,656,501,155,0,200,55060,1014,1012,0,0,2,0,0,0,0,0,58,0.003593888,0.426360591
1395,29,71,801000,1,2.90718E+11,Block Group 1,G5030,S,86123641,14191,38.2467547,-91.0350398,15000US290718010001,67,836,70,40,18,0,101,15,592,110,388,371,277,94,72,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,669,400,400,400,0,0,269,48109,836,836,0,0,0,0,0,0,0,0,64,0.008865252,0.639798888
1396,29,71,801101,3,2.90718E+11,Block Group 3,G5030,S,4888778,0,38.2328513,-91.1423686,15000US290718011013,170,1228,119,284,124,116,116,22,447,403,526,462,339,123,117,0,0,0,6,8,8,0,0,0,0,0,0,0,45,2,9,1002,585,585,526,59,0,417,25875,1241,1088,36,0,0,0,36,81,73,8,47,0.000503035,0.149055202
1397,29,71,800100,1,2.90718E+11,Block Group 1,G5030,S,74323319,3858772,38.5643271,-90.7910702,15000US290718001001,126,2673,122,53,0,73,164,61,2200,175,1288,1249,1208,41,26,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2192,1403,1403,1299,104,0,789,71336,2673,2582,28,0,0,0,0,63,0,63,49,0.008080845,0.567219743
1398,29,71,800201,1,2.90718E+11,Block Group 1,G5030,S,609443,217523,38.5568157,-91.0055574,15000US290718002011,24,370,32,0,14,0,33,12,279,32,150,146,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,370,180,180,150,30,0,190,39886,370,370,0,0,0,0,0,0,0,0,50,8.55E-05,0.040410412
1399,29,189,213300,3,2.91892E+11,Block Group 3,G5030,S,1024942,0,38.733961,-90.3794623,15000US291892133003,95,1799,172,144,154,247,86,31,965,316,858,804,591,213,134,0,65,0,14,0,0,0,0,0,0,0,0,0,0,41,13,1330,920,898,836,62,22,410,26950,1799,1355,387,0,0,0,10,47,0,47,87,0.000106186,0.047168802
1400,29,189,213300,4,2.91892E+11,Block Group 4,G5030,S,565298,0,38.7324213,-90.374269,15000US291892133004,27,503,35,19,0,45,28,94,282,54,289,289,218,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,315,315,300,15,0,164,23524,503,142,333,0,19,0,0,9,0,9,60,5.86E-05,0.041699337
1401,29,189,213300,5,2.91892E+11,Block Group 5,G5030,S,1021519,0,38.7321943,-90.3689232,15000US291892133005,244,2029,119,141,94,262,92,59,1262,260,911,808,688,120,78,0,42,0,0,75,68,0,7,0,0,0,2,0,0,3,23,1616,1123,1123,956,167,0,493,40699,2073,1080,594,0,129,0,132,138,5,133,130,0.000105829,0.054099614
1402,29,189,213400,2,2.91892E+11,Block Group 2,G5030,S,439682,0,38.7239485,-90.361346,15000US291892134002,71,1531,150,49,33,73,324,0,902,199,882,723,666,57,57,0,0,0,0,0,0,0,0,0,0,0,0,20,0,68,71,1410,937,937,899,38,0,473,43661,1531,1240,209,0,23,0,22,37,0,37,101,4.55E-05,0.028673375
1403,29,189,213600,3,2.91892E+11,Block Group 3,G5030,S,563950,0,38.7135584,-90.3268325,15000US291892136003,83,803,147,143,108,9,54,39,303,290,323,239,197,42,34,8,0,0,0,25,19,0,6,0,0,0,0,5,23,22,9,561,353,353,327,26,0,208,36861,818,92,716,0,0,0,0,10,0,10,99,5.84E-05,0.041625715
1404,29,189,213600,4,2.91892E+11,Block Group 4,G5030,S,945848,0,38.7071494,-90.331684,15000US291892136004,83,977,79,162,7,48,212,22,447,241,385,295,283,12,0,0,12,0,0,74,74,0,0,0,0,0,0,0,0,0,16,676,440,440,385,55,0,236,40882,977,125,795,0,0,0,0,57,0,57,68,9.80E-05,0.049848565
1405,29,189,213600,5,2.91892E+11,Block Group 5,G5030,S,312591,0,38.702611,-90.327339,15000US291892136005,52,722,133,66,128,57,143,0,195,199,343,243,173,70,37,33,0,0,0,77,77,0,0,0,0,0,0,0,0,0,23,568,387,387,343,44,0,181,33906,738,260,339,0,0,0,33,106,0,106,107,3.24E-05,0.026319706
1406,29,189,213700,1,2.91892E+11,Block Group 1,G5030,S,352842,0,38.7167445,-90.3051664,15000US291892137001,,61,0,46,0,0,0,0,15,46,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,15,15,15,0,0,46,,61,0,61,0,0,0,0,0,0,0,144,3.65E-05,0.025479382
1407,29,189,213700,2,2.91892E+11,Block Group 2,G5030,S,1583436,0,38.7137056,-90.3122815,15000US291892137002,119,289,42,5,0,0,4,3,235,47,155,145,142,3,2,1,0,0,0,3,2,0,0,1,0,0,0,0,0,0,7,257,159,159,158,1,0,98,,289,152,137,0,0,0,0,0,0,0,108,0.000164001,0.055427344
1408,29,189,210925,3,2.91892E+11,Block Group 3,G5030,S,1286656,0,38.8079171,-90.3092534,15000US291892109253,97,1552,66,76,99,92,91,0,1128,142,809,735,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,47,1160,850,850,809,41,0,310,57637,1557,918,605,0,11,0,23,0,0,0,47,0.000133436,0.058704497
1409,29,510,112100,1,2.95101E+11,Block Group 1,G5030,S,729750,0,38.6482935,-90.2690784,15000US295101121001,125,1786,151,40,19,15,168,0,1393,191,885,786,749,37,37,0,0,0,0,28,13,0,0,15,0,0,0,33,9,0,29,1469,938,938,898,40,0,531,63917,1786,1488,201,24,52,0,0,21,13,8,86,7.55E-05,0.035102073
1410,29,510,112100,3,2.95101E+11,Block Group 3,G5030,S,5482277,0,38.638208,-90.2842449,15000US295101121003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.000567227,0.108236245
1411,29,510,112200,1,2.95101E+11,Block Group 1,G5030,S,169945,0,38.6576673,-90.2643009,15000US295101122001,65,550,97,73,0,0,20,46,314,170,201,155,155,0,0,0,0,0,0,37,12,0,25,0,0,0,0,0,0,0,9,372,300,300,215,85,0,72,35721,582,24,558,0,0,0,0,0,0,0,49,1.76E-05,0.016984496
1412,29,510,112200,2,2.95101E+11,Block Group 2,G5030,S,285477,0,38.6539949,-90.2669636,15000US295101122002,69,624,214,107,57,69,0,0,177,321,205,113,113,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,26,0,22,426,256,256,205,51,0,170,19509,624,9,615,0,0,0,0,0,0,0,121,2.95E-05,0.023641072
1413,29,510,112200,3,2.95101E+11,Block Group 3,G5030,S,239811,0,38.6543147,-90.2745048,15000US295101122003,65,401,33,82,59,8,0,84,135,115,152,106,106,0,0,0,0,0,0,46,38,0,8,0,0,0,0,0,0,0,0,379,185,185,152,33,0,194,15417,426,103,323,0,0,0,0,0,0,0,180,2.48E-05,0.032152274
1414,29,510,112300,1,2.95101E+11,Block Group 1,G5030,S,215763,0,38.6555909,-90.2535124,15000US295101123001,73,515,88,128,20,5,37,0,237,216,194,120,110,10,10,0,0,0,0,74,74,0,0,0,0,0,0,0,0,0,0,442,253,253,199,54,0,189,26094,515,0,515,0,0,0,0,0,0,0,117,2.23E-05,0.021164625
1415,29,510,123300,3,2.95101E+11,Block Group 3,G5030,S,448890,0,38.6073907,-90.2177518,15000US295101233003,75,828,93,58,100,63,37,21,456,151,557,529,477,52,52,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,768,610,610,557,53,0,158,43750,877,486,391,0,0,0,0,0,0,0,162,4.64E-05,0.031140763
1416,29,510,127600,1,2.95101E+11,Block Group 1,G5030,S,283118,0,38.6068583,-90.2061279,15000US295101276001,70,769,124,50,13,20,43,31,488,174,585,515,409,106,76,0,0,30,0,0,0,0,0,0,0,0,0,0,61,0,9,769,585,585,585,0,0,184,48786,769,708,41,0,4,0,0,16,0,16,131,2.93E-05,0.023878587
1417,29,510,127600,2,2.95101E+11,Block Group 2,G5030,S,337582,0,38.6023024,-90.2091011,15000US295101276002,86,1062,36,87,36,39,35,36,793,123,784,660,649,11,11,0,0,0,0,79,79,0,0,0,0,0,0,0,17,0,28,1013,838,838,794,44,0,175,57984,1062,757,237,9,36,0,17,6,0,6,55,3.49E-05,0.024765707
1418,29,510,124100,1,2.95101E+11,Block Group 1,G5030,S,363943,0,38.5881123,-90.2282737,15000US295101241001,85,1348,281,88,174,29,189,0,587,369,506,395,301,94,94,0,0,0,0,64,64,0,0,0,0,0,23,0,8,16,0,1003,547,547,519,28,0,456,25605,1377,639,655,0,22,0,0,61,0,61,130,3.76E-05,0.028810433
1419,29,510,124100,2,2.95101E+11,Block Group 2,G5030,S,161999,0,38.585457,-90.2364181,15000US295101241002,64,1288,557,126,48,292,21,5,239,683,420,343,301,42,29,13,0,0,0,37,37,0,0,0,0,0,0,0,13,27,0,780,506,506,420,86,0,274,21548,1288,101,895,0,0,0,179,113,0,113,127,1.67E-05,0.016511272
1420,29,183,311149,1,2.91833E+11,Block Group 1,G5030,S,401498,0,38.7377624,-90.5961152,15000US291833111491,82,875,20,0,0,36,23,62,734,20,527,511,459,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,685,550,550,527,23,0,135,82232,875,825,0,0,6,0,0,44,0,44,0,4.16E-05,0.035366538
1421,29,183,312300,2,2.91833E+11,Block Group 2,G5030,S,829483,0,38.7718163,-90.5641542,15000US291833123002,162,1590,6,0,0,26,71,32,1455,6,811,782,757,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1268,893,893,819,74,0,375,101176,1590,1549,8,0,0,0,0,33,0,33,0,8.60E-05,0.044828471
1422,29,183,311735,2,2.91833E+11,Block Group 2,G5030,S,843025,0,38.7790609,-90.6818928,15000US291833117352,176,1875,0,51,0,67,90,10,1657,51,1153,1042,968,74,56,18,0,0,0,0,0,0,0,0,0,0,0,0,0,11,100,1403,1191,1191,1163,28,0,212,75755,1875,1806,0,0,0,0,26,43,10,33,44,8.74E-05,0.044743357
1423,29,183,311732,3,2.91833E+11,Block Group 3,G5030,S,1453282,0,38.7628822,-90.7085629,15000US291833117323,101,1754,105,59,0,0,65,0,1525,164,1183,1158,1064,94,81,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,25,1442,1220,1220,1193,27,0,222,90964,1754,1723,21,0,10,0,0,0,0,0,0,0.000150622,0.065064984
1424,29,183,311294,1,2.91833E+11,Block Group 1,G5030,S,851326,0,38.7726202,-90.5923678,15000US291833112941,152,1508,0,130,0,0,62,0,1316,130,962,955,924,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1213,981,981,974,7,0,232,74145,1508,1374,53,0,50,0,0,31,0,31,0,8.82E-05,0.061043954
1425,29,183,311294,2,2.91833E+11,Block Group 2,G5030,S,1695346,0,38.7643592,-90.5908981,15000US291833112942,254,2548,1,44,34,0,109,86,2274,45,1261,1128,1003,125,124,0,0,1,0,0,0,0,0,0,0,0,9,8,11,1,104,1996,1359,1359,1300,59,0,637,86029,2555,2271,167,13,0,0,10,94,0,94,40,0.000175714,0.057972457
1426,29,183,311311,1,2.91833E+11,Block Group 1,G5030,S,1449474,0,38.781654,-90.6191379,15000US291833113111,124,2065,0,77,0,7,19,88,1874,77,1142,1051,998,53,12,20,21,0,0,0,0,0,0,0,0,0,0,0,0,13,78,1535,1201,1201,1142,59,0,334,70402,2065,1712,200,0,30,0,0,123,0,123,40,0.000150267,0.050999926
1427,29,183,311311,3,2.91833E+11,Block Group 3,G5030,S,1009146,0,38.7831083,-90.6063293,15000US291833113113,164,2824,52,33,0,46,295,18,2380,85,1785,1738,1591,147,131,16,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,2503,1857,1857,1801,56,0,646,79269,2946,2631,125,0,160,0,0,30,0,30,48,0.00010462,0.044155312
1428,29,183,311312,2,2.91833E+11,Block Group 2,G5030,S,2887438,0,38.7806059,-90.6334495,15000US291833113122,195,3169,27,0,92,115,53,25,2857,27,1708,1557,1529,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,100,2555,1846,1846,1708,138,0,709,79891,3199,2991,60,0,136,0,0,12,0,12,0,0.000299336,0.068393121
1429,29,183,311331,1,2.91833E+11,Block Group 1,G5030,S,988006,0,38.7608173,-90.6166302,15000US291833113311,130,1199,0,27,0,32,34,17,1089,27,610,556,469,87,34,0,43,0,10,0,0,0,0,0,0,0,0,0,0,0,54,1001,635,635,619,16,0,366,79583,1199,1113,8,0,18,0,0,60,0,60,68,0.000102397,0.052375507
1430,29,183,311331,3,2.91833E+11,Block Group 3,G5030,S,1327967,0,38.7558326,-90.6078335,15000US291833113313,209,2119,62,141,0,54,43,35,1784,203,1183,1094,1009,85,78,7,0,0,0,0,0,0,0,0,0,0,7,7,15,25,35,1671,1351,1351,1242,109,0,320,69688,2119,1879,179,13,18,0,9,21,0,21,23,0.000137621,0.054948387
1431,29,510,112300,2,2.95101E+11,Block Group 2,G5030,S,244048,0,38.6573705,-90.2595917,15000US295101123002,30,225,40,42,34,10,20,8,71,82,97,62,62,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,202,134,134,97,37,0,68,21500,225,0,225,0,0,0,0,0,0,0,148,2.53E-05,0.019796169
1432,29,510,112400,1,2.95101E+11,Block Group 1,G5030,S,370299,0,38.6491815,-90.2590709,15000US295101124001,59,1266,179,51,0,15,16,0,1005,230,599,400,395,5,5,0,0,0,0,113,101,0,0,12,0,0,0,0,52,0,34,1051,744,744,616,128,0,307,56016,1266,647,544,0,45,0,3,27,0,27,95,3.83E-05,0.027143718
1433,29,510,112400,2,2.95101E+11,Block Group 2,G5030,S,251769,0,38.6453875,-90.2603816,15000US295101124002,79,1210,74,41,0,45,38,20,992,115,877,595,579,16,16,0,0,0,0,54,0,0,26,28,0,0,0,0,141,0,87,1190,941,941,889,52,0,249,68214,1210,936,161,26,71,0,10,6,0,6,41,2.61E-05,0.02421775
1434,29,510,127200,1,2.95101E+11,Block Group 1,G5030,S,532525,0,38.6061403,-90.2784797,15000US295101272001,74,1064,165,215,87,38,73,0,486,380,427,374,362,12,0,0,6,0,6,7,7,0,0,0,0,0,0,0,13,0,33,1005,501,501,462,39,0,504,36534,1064,898,116,13,0,0,0,37,0,37,26,5.51E-05,0.030539143
1435,29,510,127200,3,2.95101E+11,Block Group 3,G5030,S,549629,0,38.6059778,-90.2838684,15000US295101272003,105,1538,77,100,82,80,42,0,1157,177,787,722,706,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,42,1272,801,801,787,14,0,471,43693,1538,1351,65,0,74,0,0,48,0,48,92,5.68E-05,0.03743597
1436,29,510,127200,4,2.95101E+11,Block Group 4,G5030,S,159819,0,38.6036911,-90.2892667,15000US295101272004,24,655,0,0,40,0,20,115,480,0,430,379,379,0,0,0,0,0,0,51,32,0,19,0,0,0,0,0,0,0,0,548,466,466,446,20,0,82,38011,655,357,270,0,28,0,0,0,0,0,43,1.65E-05,0.018612577
1437,29,510,127200,2,2.95101E+11,Block Group 2,G5030,S,777059,0,38.6059569,-90.272318,15000US295101272002,46,1064,42,22,58,25,60,0,857,64,781,623,576,47,47,0,0,0,0,0,0,0,0,0,0,0,0,47,27,0,84,938,829,829,829,0,0,109,47167,1074,589,434,0,11,0,0,40,0,40,19,8.04E-05,0.038585689
1438,29,510,113500,1,2.95101E+11,Block Group 1,G5030,S,410335,0,38.6145798,-90.2722118,15000US295101135001,66,638,7,66,36,25,62,35,407,73,427,370,370,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,19,0,31,560,451,451,427,24,0,109,38864,638,593,32,0,0,0,0,13,0,13,51,4.24E-05,0.030141969
1439,29,510,124200,1,2.95101E+11,Block Group 1,G5030,S,304237,0,38.6018927,-90.2276315,15000US295101242001,64,888,148,256,0,52,232,7,193,404,292,184,161,23,16,7,0,0,0,89,89,0,0,0,0,0,0,0,19,0,0,557,343,343,292,51,0,214,21900,888,237,643,0,0,0,0,8,0,8,206,3.15E-05,0.024304063
1440,29,510,124200,4,2.95101E+11,Block Group 4,G5030,S,121911,0,38.5954379,-90.2304524,15000US295101242004,43,556,14,53,53,62,55,0,319,67,233,197,174,23,23,0,0,0,0,14,14,0,0,0,0,0,0,0,0,22,0,410,348,348,291,57,0,62,37692,556,316,137,0,0,0,41,62,0,62,50,1.26E-05,0.016551443
1441,29,510,124200,2,2.95101E+11,Block Group 2,G5030,S,141803,0,38.5984747,-90.2310006,15000US295101242002,62,1053,273,252,70,8,227,0,223,525,366,232,184,48,48,0,0,0,0,74,74,0,0,0,0,13,0,0,47,0,0,571,438,438,384,54,0,133,21736,1088,165,783,0,17,0,0,123,2,121,126,1.47E-05,0.016623116
1442,29,510,124300,1,2.95101E+11,Block Group 1,G5030,S,176943,0,38.6008641,-90.2194375,15000US295101243001,47,462,12,15,0,48,16,0,371,27,256,200,193,7,7,0,0,0,0,26,15,11,0,0,0,0,0,0,21,9,0,449,297,297,256,41,0,152,48214,462,409,53,0,0,0,0,0,0,0,73,1.83E-05,0.021633668
1443,29,510,124300,4,2.95101E+11,Block Group 4,G5030,S,278184,0,38.5919073,-90.2193121,15000US295101243004,48,526,21,70,8,26,165,0,236,91,291,262,250,12,12,0,0,0,0,0,0,0,0,0,0,0,0,8,21,0,0,420,337,337,291,46,0,83,41648,526,328,173,0,0,0,0,25,0,25,109,2.88E-05,0.022965866
1444,29,510,124300,2,2.95101E+11,Block Group 2,G5030,S,253014,0,38.5910702,-90.2242745,15000US295101243002,62,726,199,60,20,12,42,0,393,259,313,276,215,61,27,26,8,0,0,9,9,0,0,0,0,0,0,0,7,0,21,605,368,368,333,35,0,237,,726,450,196,0,0,0,42,38,0,38,41,2.62E-05,0.026147061
1445,29,510,124600,1,2.95101E+11,Block Group 1,G5030,S,1874008,584568,38.5886772,-90.2129101,15000US295101246001,96,841,293,197,87,22,8,0,234,490,288,194,154,40,30,0,0,10,0,75,75,0,0,0,0,0,0,0,15,0,4,567,355,355,300,55,0,212,14688,841,217,618,0,0,0,0,6,0,6,73,0.000254207,0.080515199
1446,29,183,311147,1,2.91833E+11,Block Group 1,G5030,S,1751535,0,38.7431259,-90.5727718,15000US291833111471,294,2877,54,0,13,8,115,170,2517,54,1487,1429,1335,94,85,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2265,1560,1560,1527,33,0,705,74688,2877,2648,166,6,19,0,6,32,0,32,35,0.000181485,0.065500022
1447,29,183,311122,1,2.91833E+11,Block Group 1,G5030,S,1674428,0,38.7322888,-90.6235121,15000US291833111221,113,2078,17,181,0,0,82,43,1755,198,1243,1157,989,168,168,0,0,0,0,14,14,0,0,0,0,0,0,0,0,13,59,1705,1412,1412,1261,151,0,293,69118,2104,1669,291,0,103,0,0,41,0,41,63,0.00017347,0.061251094
1448,29,183,311203,1,2.91833E+11,Block Group 1,G5030,S,1524509,0,38.7848302,-90.5962416,15000US291833112031,125,2265,48,53,0,25,25,16,2098,101,1273,1148,1052,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,1954,1408,1408,1300,108,0,546,86064,2265,1982,141,0,19,0,123,0,0,0,37,0.000158053,0.059905041
1449,29,183,311203,3,2.91833E+11,Block Group 3,G5030,S,888429,0,38.7776339,-90.5883033,15000US291833112033,77,1374,12,65,0,12,167,79,1039,77,913,865,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1306,991,991,913,78,0,315,47788,1374,1229,128,0,17,0,0,0,0,0,105,9.21E-05,0.051187133
1450,29,183,310400,2,2.91833E+11,Block Group 2,G5030,S,1297262,340012,38.7949965,-90.4763379,15000US291833104002,217,1502,141,94,170,107,255,55,680,235,748,715,662,53,41,12,0,0,0,4,4,0,0,0,0,5,0,0,14,5,5,1217,857,857,771,86,0,360,37438,1512,1304,115,4,7,0,0,82,0,82,91,0.000169767,0.071971101
1451,29,183,310301,1,2.91833E+11,Block Group 1,G5030,S,1283146,0,38.8064474,-90.4954656,15000US291833103011,170,1650,116,3,2,29,56,61,1383,119,738,703,672,31,20,11,0,0,0,7,7,0,0,0,0,0,0,0,7,0,21,1388,798,798,738,60,0,590,69524,1650,1542,10,0,0,0,0,98,0,98,59,0.000133069,0.062179107
